id,data,categoria,produto,quantidade,preco_unitario,regiao,cliente_id
83,2024-02-11,roupas,Calca,4,395.37,Nordeste,46
84,2024-04-19,eletronicos,Monitor,7,344.26,Sudeste,27
85,2024-02-01,roupas,Tenis,7,906.74,Sul,45
86,2024-01-11,servicos,Auditoria,8,25.78,Centro-Oeste,20
87,2024-07-18,livros,Historia,9,803.87,Nordeste,32
88,2024-04-22,alimentos,Oleo,8,48.44,Centro-Oeste,43
89,2024-12-13,livros,Python,8,921.15,Sul,35
90,2024-01-14,livros,Historia,10,669.74,Norte,42
91,2024-08-07,roupas,Tenis,3,69.28,Sudeste,21
92,2024-04-18,livros,Engenharia,6,766.01,Sudeste,18
93,2024-08-03,alimentos,Arroz,8,39.0,Sul,4
94,2024-06-28,roupas,Camiseta,1,759.15,Nordeste,13
95,2024-01-11,servicos,Suporte,4,143.7,Norte,37
96,2024-04-21,livros,Engenharia,6,184.43,Sul,48
97,2024-02-28,roupas,Jaqueta,2,587.11,Centro-Oeste,37
98,2024-12-12,livros,Ficcao,4,94.48,Nordeste,7
99,2024-12-22,alimentos,Acucar,2,800.3,Sul,3
100,2024-06-26,servicos,Auditoria,6,87.58,Centro-Oeste,1
101,2024-08-03,livros,Rust,7,961.57,Sudeste,46
102,2024-03-19,livros,Python,9,966.16,Centro-Oeste,40
103,2024-10-02,livros,Ficcao,7,829.22,Sul,18
104,2024-06-14,roupas,Camiseta,5,884.0,Nordeste,49
105,2024-08-25,servicos,Design,7,349.67,Sudeste,21
106,2024-04-03,livros,Python,6,801.88,Centro-Oeste,18
107,2024-11-01,alimentos,Acucar,1,526.29,Nordeste,6
108,2024-05-03,livros,Ficcao,9,763.0,Sudeste,42
109,2024-12-30,livros,Ficcao,1,111.19,Nordeste,26
110,2024-12-20,roupas,Jaqueta,10,381.64,Sul,34
111,2024-06-25,livros,Historia,6,364.77,Sudeste,18
112,2024-06-05,alimentos,Feijao,2,726.86,Centro-Oeste,8
113,2024-10-01,roupas,Calca,4,743.83,Centro-Oeste,47
114,2024-10-28,servicos,Design,5,980.9,Nordeste,19
115,2024-04-26,alimentos,Feijao,5,33.87,Sul,9
116,2024-05-20,eletronicos,Notebook,9,306.29,Nordeste,41
117,2024-09-08,eletronicos,Notebook,10,298.65,Sudeste,29
118,2024-06-23,roupas,Camiseta,5,942.24,Sudeste,8
119,2024-02-03,livros,Ficcao,2,585.48,Norte,10
120,2024-03-17,servicos,Treinamento,2,994.04,Norte,36
121,2024-08-01,servicos,Design,10,241.17,Sul,25
122,2024-08-18,livros,Engenharia,10,990.23,Centro-Oeste,37
123,2024-11-13,eletronicos,Webcam,2,948.64,Nordeste,41
124,2024-04-18,alimentos,Arroz,3,255.07,Sul,5
125,2024-03-21,eletronicos,Monitor,8,695.58,Sudeste,19
126,2024-01-17,roupas,Jaqueta,5,708.93,Sudeste,5
127,2024-12-17,roupas,Jaqueta,10,667.96,Nordeste,28
128,2024-02-28,servicos,Suporte,3,910.24,Nordeste,5
129,2024-01-31,roupas,Jaqueta,10,753.98,Sul,19
130,2024-08-12,eletronicos,Monitor,5,705.74,Centro-Oeste,33
131,2024-10-03,livros,Ficcao,2,606.08,Sudeste,48
132,2024-06-14,servicos,Treinamento,1,109.5,Sul,38
133,2024-01-11,alimentos,Acucar,1,767.85,Nordeste,31
134,2024-09-22,livros,Engenharia,3,997.01,Sudeste,41
135,2024-09-08,eletronicos,Monitor,6,420.18,Centro-Oeste,43
136,2024-02-23,roupas,Jaqueta,7,699.8,Centro-Oeste,43
137,2024-07-24,servicos,Consultoria,8,106.3,Centro-Oeste,21
138,2024-02-29,livros,Historia,1,664.51,Sul,30
139,2024-07-30,eletronicos,Mouse,9,374.54,Sudeste,41
140,2024-08-14,eletronicos,Mouse,5,558.24,Centro-Oeste,29
141,2024-12-23,livros,Rust,1,973.68,Sul,16
142,2024-12-29,roupas,Jaqueta,9,33.4,Sudeste,6
143,2024-04-25,eletronicos,Monitor,2,654.76,Nordeste,32
144,2024-05-29,servicos,Treinamento,7,838.03,Sudeste,16
145,2024-08-21,servicos,Suporte,7,206.8,Sul,33
146,2024-03-10,eletronicos,Teclado,7,353.08,Sul,18
147,2024-01-02,alimentos,Cafe,10,588.32,Sudeste,10
148,2024-08-16,servicos,Auditoria,6,345.79,Sul,25
149,2024-08-21,alimentos,Feijao,4,580.36,Nordeste,50
150,2024-07-29,eletronicos,Teclado,8,711.12,Sudeste,25
151,2024-12-05,roupas,Tenis,1,143.72,Sul,22
152,2024-02-21,livros,Rust,9,912.23,Norte,47
153,2024-03-14,livros,Python,2,480.1,Centro-Oeste,22
154,2024-11-15,livros,Rust,6,855.29,Sul,25
155,2024-06-11,livros,Historia,1,625.11,Nordeste,41
156,2024-12-16,alimentos,Feijao,2,445.29,Norte,49
157,2024-11-20,eletronicos,Monitor,3,700.12,Norte,3
158,2024-06-15,eletronicos,Teclado,6,387.34,Nordeste,16
159,2024-09-28,livros,Historia,3,186.58,Norte,40
160,2024-07-14,servicos,Suporte,8,914.57,Nordeste,15
161,2024-08-24,alimentos,Oleo,5,673.5,Sudeste,19
162,2024-12-12,servicos,Suporte,2,452.9,Centro-Oeste,38
163,2024-06-02,livros,Engenharia,8,848.4,Nordeste,25
164,2024-09-04,eletronicos,Mouse,7,580.48,Sul,19
165,2024-12-24,alimentos,Arroz,7,288.99,Sul,44
166,2024-01-26,servicos,Auditoria,5,780.23,Nordeste,39
167,2024-06-29,roupas,Calca,10,265.61,Nordeste,41
168,2024-02-19,eletronicos,Teclado,8,52.7,Centro-Oeste,47
169,2024-03-08,eletronicos,Teclado,6,752.53,Nordeste,13
170,2024-03-08,servicos,Treinamento,9,511.76,Centro-Oeste,11
171,2024-05-11,livros,Engenharia,6,808.15,Sudeste,5
172,2024-03-13,roupas,Tenis,9,378.46,Sudeste,1
173,2024-05-15,servicos,Consultoria,8,381.21,Centro-Oeste,38
174,2024-07-14,alimentos,Arroz,4,482.05,Sul,36
175,2024-06-16,servicos,Suporte,2,642.7,Sudeste,45
176,2024-06-03,livros,Rust,3,64.44,Norte,20
177,2024-09-09,eletronicos,Notebook,4,889.51,Nordeste,25
178,2024-08-20,alimentos,Acucar,7,595.59,Nordeste,27
179,2024-12-01,eletronicos,Monitor,10,419.95,Centro-Oeste,3
180,2024-12-19,alimentos,Feijao,8,455.8,Nordeste,24
181,2024-02-20,alimentos,Acucar,6,79.34,Centro-Oeste,13
182,2024-03-03,livros,Rust,4,648.87,Sul,2
183,2024-01-26,alimentos,Feijao,3,791.24,Nordeste,5
184,2024-10-10,roupas,Meia,4,816.79,Nordeste,22
185,2024-03-16,servicos,Consultoria,5,861.24,Nordeste,9
186,2024-10-03,alimentos,Feijao,2,667.84,Norte,9
187,2024-01-08,alimentos,Feijao,10,337.3,Nordeste,17
188,2024-01-27,roupas,Tenis,9,131.38,Norte,31
189,2024-08-17,alimentos,Acucar,10,126.87,Sul,15
190,2024-11-10,eletronicos,Webcam,5,468.88,Norte,4
191,2024-09-02,livros,Ficcao,2,500.46,Sudeste,5
192,2024-02-11,alimentos,Acucar,3,84.37,Centro-Oeste,40
193,2024-11-20,servicos,Design,6,393.29,Sul,34
194,2024-05-30,livros,Historia,10,441.6,Norte,42
195,2024-11-29,servicos,Suporte,7,462.52,Nordeste,27
196,2024-06-22,livros,Ficcao,7,735.02,Centro-Oeste,28
197,2024-06-09,alimentos,Cafe,3,693.08,Sudeste,5
198,2024-02-16,eletronicos,Notebook,7,114.63,Centro-Oeste,9
199,2024-10-11,eletronicos,Webcam,9,570.45,Norte,27
200,2024-06-30,livros,Rust,5,608.4,Centro-Oeste,7
201,2024-10-22,servicos,Suporte,3,663.6,Nordeste,7
202,2024-06-28,servicos,Treinamento,2,767.35,Sul,15
203,2024-08-07,servicos,Design,10,681.48,Sul,2
204,2024-11-07,alimentos,Arroz,3,287.8,Centro-Oeste,22
205,2024-06-28,eletronicos,Mouse,3,574.99,Sudeste,5
206,2024-03-13,eletronicos,Notebook,9,230.83,Sudeste,30
207,2024-06-23,roupas,Jaqueta,5,727.16,Sul,39
208,2024-02-13,eletronicos,Mouse,3,759.35,Norte,44
209,2024-02-11,alimentos,Oleo,7,495.95,Sudeste,27
210,2024-05-19,roupas,Meia,2,358.27,Norte,19
211,2024-12-13,servicos,Auditoria,9,673.79,Norte,15
212,2024-07-21,servicos,Consultoria,1,220.33,Nordeste,50
213,2024-03-11,alimentos,Cafe,6,137.58,Sudeste,48
214,2024-08-08,roupas,Calca,7,541.93,Nordeste,33
215,2024-10-13,alimentos,Arroz,7,864.53,Norte,28
216,2024-01-10,livros,Rust,6,584.24,Sul,26
217,2024-12-29,livros,Engenharia,2,416.93,Centro-Oeste,11
218,2024-11-12,livros,Engenharia,2,447.98,Norte,16
219,2024-08-11,servicos,Auditoria,9,97.07,Centro-Oeste,48
220,2024-06-22,roupas,Jaqueta,3,94.85,Norte,34
221,2024-09-18,roupas,Jaqueta,6,732.83,Nordeste,16
222,2024-02-22,roupas,Jaqueta,4,190.03,Nordeste,49
223,2024-12-01,eletronicos,Mouse,8,474.67,Sul,49
224,2024-10-23,livros,Historia,10,336.74,Centro-Oeste,10
225,2024-08-13,eletronicos,Monitor,8,638.76,Centro-Oeste,38
226,2024-01-29,alimentos,Acucar,2,324.2,Sudeste,3
227,2024-01-30,alimentos,Cafe,2,651.77,Norte,40
228,2024-10-31,servicos,Auditoria,8,588.72,Norte,29
229,2024-10-19,roupas,Jaqueta,10,486.12,Nordeste,4
230,2024-08-18,eletronicos,Teclado,2,514.46,Nordeste,3
231,2024-05-06,livros,Ficcao,9,532.29,Nordeste,24
232,2024-07-09,alimentos,Oleo,7,778.98,Sul,4
233,2024-11-19,alimentos,Arroz,6,112.62,Sudeste,19
234,2024-05-09,servicos,Suporte,6,99.87,Nordeste,23
235,2024-06-07,livros,Python,10,714.66,Norte,20
236,2024-10-13,livros,Engenharia,3,676.71,Sul,6
237,2024-11-26,livros,Historia,6,37.87,Centro-Oeste,12
238,2024-04-19,alimentos,Oleo,4,242.01,Nordeste,10
239,2024-02-09,alimentos,Arroz,9,775.46,Sul,3
240,2024-12-04,alimentos,Acucar,3,605.3,Nordeste,11
241,2024-04-02,servicos,Suporte,8,62.82,Centro-Oeste,44
242,2024-05-01,livros,Historia,5,757.34,Sudeste,15
243,2024-09-30,roupas,Jaqueta,8,905.89,Nordeste,24
244,2024-12-13,servicos,Auditoria,8,774.05,Sudeste,33
245,2024-09-27,livros,Python,4,805.23,Nordeste,17
246,2024-01-27,livros,Engenharia,9,935.61,Sul,8
247,2024-05-25,eletronicos,Mouse,5,460.33,Sul,10
248,2024-08-11,eletronicos,Mouse,8,886.94,Norte,27
249,2024-01-28,livros,Historia,6,251.06,Norte,24
250,2024-04-24,eletronicos,Teclado,2,842.39,Centro-Oeste,10
251,2024-03-11,eletronicos,Teclado,8,702.15,Nordeste,49
252,2024-12-27,livros,Ficcao,10,25.15,Norte,2
253,2024-05-11,roupas,Calca,9,941.42,Sul,34
254,2024-08-04,eletronicos,Teclado,4,315.13,Norte,16
255,2024-08-02,servicos,Auditoria,2,128.64,Sudeste,39
256,2024-10-01,eletronicos,Webcam,10,257.1,Nordeste,19
257,2024-08-07,eletronicos,Webcam,6,255.75,Sudeste,12
258,2024-12-06,eletronicos,Webcam,6,86.33,Sul,35
259,2024-09-16,servicos,Design,1,402.64,Sudeste,3
260,2024-11-21,livros,Engenharia,5,752.37,Centro-Oeste,5
261,2024-06-25,roupas,Camiseta,10,740.48,Centro-Oeste,9
262,2024-01-23,alimentos,Acucar,6,817.24,Nordeste,50
263,2024-12-16,livros,Ficcao,3,815.27,Norte,46
264,2024-08-22,eletronicos,Teclado,4,62.93,Nordeste,3
265,2024-06-10,alimentos,Acucar,7,989.34,Sul,31
266,2024-05-09,eletronicos,Mouse,5,369.83,Norte,42
267,2024-06-18,alimentos,Arroz,6,448.21,Sudeste,48
268,2024-08-13,livros,Engenharia,3,506.28,Sudeste,24
269,2024-09-22,alimentos,Arroz,7,97.35,Sul,12
270,2024-10-06,alimentos,Cafe,2,98.47,Centro-Oeste,20
271,2024-08-16,servicos,Auditoria,3,695.97,Centro-Oeste,29
272,2024-01-22,alimentos,Acucar,7,289.06,Norte,5
273,2024-12-09,livros,Engenharia,9,805.07,Nordeste,2
274,2024-03-14,servicos,Auditoria,1,143.71,Nordeste,50
275,2024-11-26,alimentos,Cafe,7,950.48,Norte,39
276,2024-03-19,livros,Engenharia,6,455.06,Norte,37
277,2024-03-11,servicos,Treinamento,7,328.1,Centro-Oeste,16
278,2024-02-28,eletronicos,Mouse,8,527.39,Sul,8
279,2024-05-14,alimentos,Oleo,4,996.44,Centro-Oeste,45
280,2024-09-08,roupas,Camiseta,3,855.77,Sudeste,12
281,2024-12-31,livros,Rust,6,674.48,Norte,36
282,2024-10-04,alimentos,Cafe,3,717.57,Nordeste,24
283,2024-09-17,roupas,Camiseta,4,796.22,Nordeste,32
284,2024-01-14,alimentos,Acucar,10,381.53,Sul,9
285,2024-11-09,eletronicos,Notebook,5,410.2,Sudeste,34
286,2024-07-29,livros,Historia,2,142.82,Centro-Oeste,42
287,2024-02-07,livros,Ficcao,9,357.62,Sul,41
288,2024-10-27,roupas,Calca,7,512.81,Norte,8
289,2024-09-22,roupas,Jaqueta,3,178.73,Nordeste,23
290,2024-09-22,alimentos,Arroz,5,212.38,Sul,18
291,2024-03-05,alimentos,Acucar,9,111.56,Nordeste,38
292,2024-10-24,roupas,Calca,10,726.22,Sul,22
293,2024-10-15,eletronicos,Notebook,2,64.55,Sul,17
294,2024-11-29,roupas,Meia,7,625.75,Norte,32
295,2024-11-17,servicos,Treinamento,5,493.29,Sudeste,20
296,2024-08-20,eletronicos,Notebook,3,450.81,Sudeste,30
297,2024-04-14,alimentos,Acucar,3,326.33,Centro-Oeste,47
298,2024-06-25,livros,Python,6,524.68,Norte,21
299,2024-05-03,livros,Rust,5,460.6,Nordeste,7
300,2024-01-26,alimentos,Oleo,10,429.77,Nordeste,21
301,2024-10-22,alimentos,Feijao,3,508.3,Sul,30
302,2024-09-12,alimentos,Oleo,1,108.25,Sudeste,33
303,2024-08-22,roupas,Calca,10,365.84,Norte,19
304,2024-09-10,servicos,Auditoria,5,545.96,Norte,28
305,2024-03-09,alimentos,Cafe,7,378.62,Sudeste,4
306,2024-10-18,servicos,Suporte,6,562.16,Norte,25
307,2024-09-15,livros,Historia,5,828.81,Sul,44
308,2024-11-08,eletronicos,Mouse,2,406.03,Centro-Oeste,36
309,2024-07-06,roupas,Calca,10,518.94,Sul,3
310,2024-01-24,eletronicos,Mouse,6,807.89,Sul,30
311,2024-03-17,servicos,Design,3,341.41,Sul,21
312,2024-03-24,livros,Historia,5,601.85,Sul,33
313,2024-09-29,livros,Historia,5,485.39,Norte,24
314,2024-06-18,eletronicos,Monitor,10,321.52,Norte,39
315,2024-08-30,alimentos,Acucar,10,242.99,Norte,38
316,2024-09-02,roupas,Meia,10,779.11,Sudeste,10
317,2024-12-14,roupas,Camiseta,10,949.24,Norte,13
318,2024-01-10,livros,Engenharia,7,168.4,Nordeste,27
319,2024-09-13,servicos,Auditoria,1,711.66,Sul,14
320,2024-10-14,alimentos,Oleo,9,389.29,Nordeste,30
321,2024-09-29,alimentos,Acucar,6,682.35,Centro-Oeste,40
322,2024-09-04,roupas,Calca,5,566.92,Nordeste,20
323,2024-05-27,roupas,Tenis,6,490.21,Sul,47
324,2024-05-20,alimentos,Arroz,10,683.09,Sudeste,26
325,2024-06-25,roupas,Jaqueta,1,301.88,Norte,23
326,2024-08-14,alimentos,Oleo,4,218.03,Sul,18
327,2024-10-14,alimentos,Feijao,2,623.36,Sul,16
328,2024-05-04,eletronicos,Webcam,4,645.19,Norte,7
329,2024-07-30,alimentos,Oleo,2,687.57,Nordeste,1
330,2024-10-08,roupas,Tenis,8,487.9,Nordeste,49
331,2024-05-27,alimentos,Cafe,1,909.78,Norte,42
332,2024-10-20,roupas,Meia,1,914.97,Nordeste,27
333,2024-03-31,eletronicos,Monitor,8,202.59,Centro-Oeste,3
334,2024-01-05,alimentos,Acucar,10,125.15,Centro-Oeste,19
335,2024-08-20,servicos,Design,8,891.47,Nordeste,33
336,2024-08-27,alimentos,Feijao,2,344.07,Sudeste,42
337,2024-05-11,roupas,Camiseta,6,794.95,Sul,44
338,2024-04-08,roupas,Meia,7,830.45,Sul,21
339,2024-02-14,livros,Rust,3,982.05,Sudeste,21
340,2024-05-07,eletronicos,Teclado,7,250.81,Centro-Oeste,22
341,2024-06-03,servicos,Design,1,276.32,Centro-Oeste,45
342,2024-04-30,eletronicos,Notebook,8,320.67,Sudeste,44
343,2024-09-14,alimentos,Arroz,5,380.19,Nordeste,15
344,2024-03-09,livros,Python,8,752.78,Sul,24
345,2024-07-31,servicos,Auditoria,9,805.96,Nordeste,49
346,2024-05-06,servicos,Consultoria,9,457.81,Centro-Oeste,5
347,2024-10-15,eletronicos,Notebook,9,904.83,Nordeste,37
348,2024-10-01,roupas,Calca,6,857.4,Sudeste,8
349,2024-12-14,roupas,Meia,8,109.12,Sul,29
350,2024-01-29,livros,Python,9,427.12,Sul,4
351,2024-10-13,livros,Engenharia,1,408.03,Norte,48
352,2024-04-21,servicos,Consultoria,1,435.22,Norte,35
353,2024-01-31,eletronicos,Monitor,1,301.35,Nordeste,50
354,2024-03-10,livros,Engenharia,7,459.57,Sudeste,25
355,2024-02-11,servicos,Suporte,6,136.26,Sul,26
356,2024-09-27,roupas,Calca,1,761.06,Centro-Oeste,30
357,2024-12-10,servicos,Auditoria,9,391.69,Nordeste,16
358,2024-08-23,alimentos,Feijao,5,204.71,Norte,3
359,2024-12-04,livros,Historia,1,255.85,Norte,7
360,2024-10-31,eletronicos,Monitor,10,678.58,Norte,16
361,2024-01-23,livros,Ficcao,4,548.96,Norte,9
362,2024-09-14,alimentos,Feijao,10,332.53,Sul,50
363,2024-12-10,alimentos,Feijao,5,878.73,Sul,15
364,2024-07-30,alimentos,Cafe,1,565.58,Sul,48
365,2024-03-30,livros,Historia,8,65.95,Centro-Oeste,42
366,2024-12-09,livros,Historia,6,702.38,Sudeste,10
367,2024-06-02,livros,Python,9,484.05,Nordeste,20
368,2024-12-28,roupas,Tenis,1,571.14,Sudeste,36
369,2024-09-28,roupas,Tenis,4,269.9,Centro-Oeste,42
370,2024-02-10,livros,Engenharia,2,544.92,Nordeste,4
371,2024-05-17,livros,Historia,10,58.76,Norte,13
372,2024-10-27,servicos,Suporte,8,224.71,Centro-Oeste,20
373,2024-01-08,roupas,Calca,2,751.94,Sudeste,16
374,2024-12-22,servicos,Suporte,7,916.82,Sul,21
375,2024-05-24,livros,Ficcao,9,655.75,Centro-Oeste,17
376,2024-07-03,servicos,Auditoria,8,116.64,Sudeste,49
377,2024-06-12,roupas,Jaqueta,6,425.65,Sul,15
378,2024-03-15,eletronicos,Teclado,9,936.06,Sul,47
379,2024-08-01,alimentos,Feijao,4,343.27,Sudeste,37
380,2024-05-05,livros,Historia,6,272.18,Sudeste,47
381,2024-11-24,livros,Ficcao,3,738.12,Centro-Oeste,11
382,2024-03-12,servicos,Auditoria,3,918.56,Sul,42
383,2024-01-31,servicos,Consultoria,2,946.28,Norte,49
384,2024-01-04,livros,Python,4,86.61,Nordeste,1
385,2024-04-21,servicos,Auditoria,6,79.24,Sul,31
386,2024-12-03,livros,Rust,1,541.57,Sudeste,1
387,2024-01-09,servicos,Treinamento,9,977.93,Norte,33
388,2024-12-23,livros,Python,2,919.69,Sul,10
389,2024-05-03,roupas,Meia,9,267.37,Centro-Oeste,18
390,2024-07-22,eletronicos,Teclado,7,469.82,Nordeste,45
391,2024-04-25,alimentos,Arroz,1,111.63,Sudeste,25
392,2024-10-09,livros,Rust,1,708.79,Norte,32
393,2024-08-10,alimentos,Acucar,2,896.9,Norte,15
394,2024-04-18,servicos,Auditoria,5,65.63,Norte,44
395,2024-05-23,servicos,Design,1,195.77,Centro-Oeste,2
396,2024-04-16,servicos,Suporte,7,930.3,Centro-Oeste,11
397,2024-10-15,roupas,Meia,7,683.49,Sul,22
398,2024-07-15,roupas,Camiseta,9,750.55,Centro-Oeste,4
399,2024-02-20,livros,Python,2,353.78,Sul,39
400,2024-07-22,alimentos,Arroz,5,787.88,Sudeste,32
401,2024-04-26,alimentos,Acucar,7,443.21,Sul,43
402,2024-07-13,eletronicos,Webcam,5,802.09,Norte,6
403,2024-05-17,roupas,Tenis,3,744.86,Centro-Oeste,24
404,2024-02-24,eletronicos,Notebook,5,455.84,Centro-Oeste,7
405,2024-03-08,eletronicos,Mouse,7,459.87,Sul,33
406,2024-07-27,eletronicos,Notebook,2,366.84,Norte,39
407,2024-11-02,alimentos,Oleo,1,306.01,Sudeste,50
408,2024-02-13,servicos,Suporte,10,530.68,Sudeste,11
409,2024-03-12,alimentos,Cafe,5,503.26,Norte,11
410,2024-08-10,alimentos,Oleo,5,494.55,Norte,24
411,2024-05-08,roupas,Tenis,10,624.34,Sudeste,7
412,2024-03-10,alimentos,Arroz,7,345.57,Sul,25
413,2024-06-17,livros,Engenharia,7,819.17,Sul,9
414,2024-06-02,alimentos,Acucar,4,489.43,Nordeste,26
415,2024-06-12,alimentos,Oleo,10,786.33,Centro-Oeste,25
416,2024-05-23,livros,Engenharia,2,933.43,Nordeste,38
417,2024-10-06,roupas,Meia,1,953.94,Sudeste,46
418,2024-04-17,livros,Engenharia,2,822.59,Sudeste,44
419,2024-09-12,roupas,Jaqueta,4,267.63,Nordeste,46
420,2024-08-04,livros,Rust,8,990.89,Sudeste,38
421,2024-07-24,servicos,Design,7,552.77,Centro-Oeste,45
422,2024-10-01,servicos,Consultoria,2,773.57,Centro-Oeste,11
423,2024-11-27,servicos,Consultoria,10,983.94,Sudeste,49
424,2024-06-18,livros,Rust,1,116.63,Nordeste,33
425,2024-09-22,servicos,Design,10,236.61,Centro-Oeste,26
426,2024-08-25,servicos,Design,3,358.07,Norte,31
427,2024-02-23,alimentos,Oleo,2,133.75,Nordeste,23
428,2024-06-08,alimentos,Oleo,4,530.69,Centro-Oeste,31
429,2024-02-19,livros,Ficcao,6,85.83,Norte,46
430,2024-02-28,eletronicos,Teclado,2,683.6,Nordeste,48
431,2024-05-04,servicos,Suporte,9,176.93,Sul,28
432,2024-08-24,roupas,Tenis,3,202.66,Sudeste,26
433,2024-01-15,servicos,Suporte,8,600.36,Sudeste,1
